ntw	ntwType	slice	measure	measure_short	orig	maxe	anan	bara	dreh	hala	cimi	musm
"MX05"	"CDS"	"mx05_081031.xlsx"	"Avg Degree"	"deg_ave"	3.5813953	11.325581	1.0465116	11.325581	11.325581	3.1162791	3.627907	4.5581395
"MX05"	"CDS"	"mx05_081031.xlsx"	"Med Degree"	"deg_med"	1	22	1	22	22	3	0	4
"MX05"	"CDS"	"mx05_081031.xlsx"	"Assortativity"	"assort"	-.2299205	-.13751432	-.43950786	-.13751432	-.13751432	-.30237656	-.38695152	-.38192525
"MX05"	"CDS"	"mx05_081031.xlsx"	"Clustering"	"clust"	8.3924881	15.01164	.27719051	15.01164	15.01164	12.876357	8.8965601	6.3707747
"MX05"	"CDS"	"mx05_081031.xlsx"	"Lender Dep"	"dep_lend"	68.431318	31.059443	91.197465	30.892368	37.965991	57.308319	42.625591	50.13769
"MX05"	"CDS"	"mx05_081031.xlsx"	"Borrower Dep"	"dep_borr"	71.624119	26.30179	89.391691	26.471084	35.087735	79.546024	37.180313	53.29098
"MX05"	"CDS"	"mx05_081031.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.30343682	.08877765	.453879	.08701706	.11774203	.23141274	.13265076	.21839075
"MX05"	"CDS"	"mx05_081031.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.23587877	.15383319	.19341102	.15622056	.14156144	.18570561	0	.22962435
"MX05"	"CDS"	"mx05_081031.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.33645647	.08717456	.4631272	.08587613	.11350154	.39209684	.12464606	.24488916
"MX05"	"CDS"	"mx05_081031.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.23063792	.1559822	.37121234	.14961901	.14846253	.24804819	0	.25707477
"MX05"	"CDS"	"mx05_081031.xlsx"	"Core Size (% banks)"	"core"	18.604651	44.186047	9.3023256	44.186047	44.186047	13.953488	20.930233	23.255814
"MX05"	"CDS"	"mx05_081031.xlsx"	"Error score(% links)"	"error"	13.636364	2.4640657	28.888889	2.4640657	2.4640657	27.61194	9.8403612	36.409012
"MX05"	"CDS"	"mx05_081031.xlsx"	"Hamming"	"hamming"	0	333	153	333	333	184	138	214
"MX05"	"CDS"	"mx05_081031.xlsx"	"Jaccard"	"jaccard"	0	.68377823	.86931818	.68377823	.68377823	.77966102	.61521443	.76064158
"MX05"	"CDS"	"mx05_081031.xlsx"	"Cosine"	"cosine"	0	.21105642	.47786512	.2116918	.28030908	.29907352	.20709117	.42413292
"MX05"	"CDS"	"mx05_081031.xlsx"	"Jensen"	"jensen"	0	.78397492	1.399143	.78281829	.92851854	.95231612	.72755255	.70163755
"MX05"	"CDS"	"mx05_081031.xlsx"	"True Positives"	"truepos"	100	100	14.935065	100	100	33.766234	55.844156	43.831169
"MX05"	"CDS"	"mx05_081031.xlsx"	"True Negatives"	"trueneg"	100	79.842615	98.668281	79.842615	79.842615	95.03632	95.823245	92.312349
"MX05"	"CDS"	"mx05_081031.xlsx"	"False Positives"	"falsepos"	0	20.157385	1.3317191	20.157385	20.157385	4.9636804	4.1767554	7.6876513
"MX05"	"CDS"	"mx05_081031.xlsx"	"False Negatives"	"falseneg"	0	0	85.064935	0	0	66.233766	44.155844	56.168831
"MX05"	"CDS"	"mx05_081031.xlsx"	"Accuracy"	"accuracy"	100	81.561462	91.528239	81.561462	81.561462	89.811739	92.358804	88.150609
"MX05"	"CDS"	"mx05_081031.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	1	1	1	1	1	1	.72
"MX05"	"CDS"	"mx05_081031.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	1	1	1	1	1	1	.98
"MX05"	"CDS"	"mx05_081031.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.99329564	.9811418	.99316701	.9916373	.98498352	.9856299	.9076002
"MX05"	"CDS"	"mx05_081031.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	1	1	1	1	1	1	1
"MX05"	"CDS"	"mx05_081031.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	1	1	1	1	1	1	1
"MX05"	"CDS"	"mx05_081031.xlsx"	"LiqSF_corr"	"LiqSF_corr"								
"MX04"	"OTH"	"mx04_140630.xlsx"	"# of links"	"links"	99	400	40	400	400	109	97.5	330
"MX04"	"OTH"	"mx04_140630.xlsx"	"Density"	"density"	5.4817276	22.148394	2.2148394	22.148394	22.148394	6.0354374	5.3986711	18.272425
"MX04"	"OTH"	"mx04_140630.xlsx"	"Avg Degree"	"deg_ave"	2.3023256	9.3023256	.93023256	9.3023256	9.3023256	2.5348837	2.2674419	7.6744186
"MX04"	"OTH"	"mx04_140630.xlsx"	"Med Degree"	"deg_med"	1	17	1	17	17	3	0	10
"MX04"	"OTH"	"mx04_140630.xlsx"	"Assortativity"	"assort"	-.31482185	-.31548958	-.39323843	-.31548958	-.31548958	-.36989136	-.22299289	-.12084653
"MX04"	"OTH"	"mx04_140630.xlsx"	"Clustering"	"clust"	5.8528293	20.848633	1.6611296	20.848633	20.848633	12.257258	5.456446	7.4434507
"MX04"	"OTH"	"mx04_140630.xlsx"	"Lender Dep"	"dep_lend"	67.059105	28.433482	87.192071	28.41437	32.461941	63.83324	47.612445	43.931398
"MX04"	"OTH"	"mx04_140630.xlsx"	"Borrower Dep"	"dep_borr"	60.037737	27.65415	85.084058	27.648442	30.076153	68.281606	42.409383	39.825
"MX04"	"OTH"	"mx04_140630.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.3056037	.07906279	.44595487	.07902796	.09750787	.27514119	.18966013	.17891287
"MX04"	"OTH"	"mx04_140630.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.11595211	.14324041	.34405457	.14329353	.12262356	.26501611	0	.20983599
"MX04"	"OTH"	"mx04_140630.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.2071452	.05265589	.33322166	.0526366	.06682213	.24068119	.12850052	.15965725
"MX04"	"OTH"	"mx04_140630.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	0	0	0	0	0	0	0	.17461381
"MX04"	"OTH"	"mx04_140630.xlsx"	"Core Size (% banks)"	"core"	11.627907	32.55814	6.9767442	32.55814	32.55814	11.627907	13.953488	30.232558
"MX04"	"OTH"	"mx04_140630.xlsx"	"Error score(% links)"	"error"	57.575758	9	52.5	9	9	36.697248	52.087665	46.01227
"MX04"	"OTH"	"mx04_140630.xlsx"	"Hamming"	"hamming"	0	301	109	301	301	126	106	335
"MX04"	"OTH"	"mx04_140630.xlsx"	"Jaccard"	"jaccard"	0	.7525	.87903226	.7525	.7525	.75449102	.6976775	.87808021
"MX04"	"OTH"	"mx04_140630.xlsx"	"Cosine"	"cosine"	0	.25710411	.83031082	.25701628	.29775995	.39911339	.30267861	.45417225
"MX04"	"OTH"	"mx04_140630.xlsx"	"Jensen"	"jensen"	0	.44203998	.50198583	.44194216	.59797603	.91219484	.22781217	.29428493
"MX04"	"OTH"	"mx04_140630.xlsx"	"True Positives"	"truepos"	100	100	15.151515	100	100	41.414141	46.464646	46.969697
"MX04"	"OTH"	"mx04_140630.xlsx"	"True Negatives"	"trueneg"	100	82.366725	98.535442	82.366725	82.366725	96.016403	96.95372	83.421207
"MX04"	"OTH"	"mx04_140630.xlsx"	"False Positives"	"falsepos"	0	17.633275	1.4645577	17.633275	17.633275	3.9835969	3.04628	16.578793
"MX04"	"OTH"	"mx04_140630.xlsx"	"False Negatives"	"falseneg"	0	0	84.848485	0	0	58.585859	53.535354	53.030303
"MX04"	"OTH"	"mx04_140630.xlsx"	"Accuracy"	"accuracy"	100	83.333333	93.964563	83.333333	83.333333	93.023256	94.130676	81.45072
"MX04"	"OTH"	"mx04_140630.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	1	1	1	1	1	.98	.7
"MX04"	"OTH"	"mx04_140630.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	1	1	1	1	1	1	.96
"MX04"	"OTH"	"mx04_140630.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.99554836	.98750652	.99555066	.99525745	.98550624	.98330594	.91296614
"MX04"	"OTH"	"mx04_140630.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	1	1	1	1	1	1	1
"MX04"	"OTH"	"mx04_140630.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	1	1	1	1	1	1	1
"MX04"	"OTH"	"mx04_140630.xlsx"	"LiqSF_corr"	"LiqSF_corr"								
"MX04"	"OTH"	"mx04_130628.xlsx"	"# of links"	"links"	109	404	40	404	404	130	109.5	320
"MX04"	"OTH"	"mx04_130628.xlsx"	"Density"	"density"	6.0354374	22.369878	2.2148394	22.369878	22.369878	7.1982281	6.0631229	17.718715
"MX04"	"OTH"	"mx04_130628.xlsx"	"Avg Degree"	"deg_ave"	2.5348837	9.3953488	.93023256	9.3953488	9.3953488	3.0232558	2.5465116	7.4418605
"MX04"	"OTH"	"mx04_130628.xlsx"	"Med Degree"	"deg_med"	1	18	1	18	18	4	0	9
"MX04"	"OTH"	"mx04_130628.xlsx"	"Assortativity"	"assort"	-.34496346	-.24549653	-.28314282	-.24549653	-.24549653	-.40225875	-.23008636	-.14925517
"MX04"	"OTH"	"mx04_130628.xlsx"	"Clustering"	"clust"	6.2009257	18.563851	1.6658148	18.563851	18.563851	17.665758	7.074846	7.2880294
"MX04"	"OTH"	"mx04_130628.xlsx"	"Lender Dep"	"dep_lend"	61.029692	20.837689	89.632982	20.82859	26.354067	60.343629	41.519804	37.457206
"MX04"	"OTH"	"mx04_130628.xlsx"	"Borrower Dep"	"dep_borr"	60.802919	37.926223	86.636471	37.752088	38.875553	73.706675	44.727312	42.738231
"MX04"	"OTH"	"mx04_130628.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.26727341	.05755303	.44110771	.05751948	.07587466	.2472653	.16457291	.15318418
"MX04"	"OTH"	"mx04_130628.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.10761424	.10588491	.18212532	.10762644	.10446268	.20812027	0	.17246268
"MX04"	"OTH"	"mx04_130628.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.21695778	.07913458	.36538325	.07873274	.09460598	.2877545	.12777908	.17357421
"MX04"	"OTH"	"mx04_130628.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	0	0	0	0	0	0	0	.17560672
"MX04"	"OTH"	"mx04_130628.xlsx"	"Core Size (% banks)"	"core"	13.953488	32.55814	4.6511628	32.55814	32.55814	13.953488	13.953488	30.232558
"MX04"	"OTH"	"mx04_130628.xlsx"	"Error score(% links)"	"error"	46.788991	9.9009901	45	9.9009901	9.9009901	23.846154	41.702899	45.354663
"MX04"	"OTH"	"mx04_130628.xlsx"	"Hamming"	"hamming"	0	295	103	295	295	139	116	323
"MX04"	"OTH"	"mx04_130628.xlsx"	"Jaccard"	"jaccard"	0	.73019802	.81746032	.73019802	.73019802	.73544974	.6929844	.8592295
"MX04"	"OTH"	"mx04_130628.xlsx"	"Cosine"	"cosine"	0	.16762959	.43189392	.16497384	.22593913	.37316478	.22109258	.39703122
"MX04"	"OTH"	"mx04_130628.xlsx"	"Jensen"	"jensen"	0	.47133381	.3924986	.46803512	.64565711	.90037782	.2640079	.30661671
"MX04"	"OTH"	"mx04_130628.xlsx"	"True Positives"	"truepos"	100	100	21.100917	100	100	45.87156	46.330275	48.623853
"MX04"	"OTH"	"mx04_130628.xlsx"	"True Negatives"	"trueneg"	100	82.616382	98.998232	82.616382	82.616382	95.285798	96.582204	84.384207
"MX04"	"OTH"	"mx04_130628.xlsx"	"False Positives"	"falsepos"	0	17.383618	1.0017678	17.383618	17.383618	4.7142015	3.4177961	15.615793
"MX04"	"OTH"	"mx04_130628.xlsx"	"False Negatives"	"falseneg"	0	0	78.899083	0	0	54.12844	53.669725	51.376147
"MX04"	"OTH"	"mx04_130628.xlsx"	"Accuracy"	"accuracy"	100	83.665559	94.296788	83.665559	83.665559	92.303433	93.576966	82.115172
"MX04"	"OTH"	"mx04_130628.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	1	1	1	1	1	.96	.56
"MX04"	"OTH"	"mx04_130628.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	1	1	1	1	1	1	.86
"MX04"	"OTH"	"mx04_130628.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.98050468	.9622398	.98080246	.97868218	.93194104	.93594107	.85138083
"MX04"	"OTH"	"mx04_130628.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	1	1	1	1	1	1	1
"MX04"	"OTH"	"mx04_130628.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	1	1	1	1	1	1	1
"MX04"	"OTH"	"mx04_130628.xlsx"	"LiqSF_corr"	"LiqSF_corr"								
"MX04"	"OTH"	"mx04_081031.xlsx"	"# of links"	"links"	46	315	36	315	315	105	46	219
"MX04"	"OTH"	"mx04_081031.xlsx"	"Density"	"density"	2.5470653	17.44186	1.9933555	17.44186	17.44186	5.8139535	2.5470653	12.126246
"MX04"	"OTH"	"mx04_081031.xlsx"	"Avg Degree"	"deg_ave"	1.0697674	7.3255814	.8372093	7.3255814	7.3255814	2.4418605	1.0697674	5.0930233
"MX04"	"OTH"	"mx04_081031.xlsx"	"Med Degree"	"deg_med"	0	0	0	0	0	0	0	5
"MX04"	"OTH"	"mx04_081031.xlsx"	"Assortativity"	"assort"	.14858016	-.19230769	-.50188856	-.19230769	-.19230769	-.27296058	-.42244999	-.25467685
"MX04"	"OTH"	"mx04_081031.xlsx"	"Clustering"	"clust"	1.8789221	12.852879	.14094433	12.852879	12.852879	10.777439	3.2066932	5.9568779
"MX04"	"OTH"	"mx04_081031.xlsx"	"Lender Dep"	"dep_lend"	73.20762	46.150301	89.70784	46.171045	47.732592	65.100747	63.949608	58.220065
"MX04"	"OTH"	"mx04_081031.xlsx"	"Borrower Dep"	"dep_borr"	79.320582	55.804042	94.106359	56.091906	56.193362	72.429628	72.268975	63.844998
"MX04"	"OTH"	"mx04_081031.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.28170293	.11430987	.36601891	.114332	.13168457	.22531947	.17235429	.24288228
"MX04"	"OTH"	"mx04_081031.xlsx"	"Median HHI Assets"	"hhi_ass_med"	0	0	0	0	0	0	0	.26927243
"MX04"	"OTH"	"mx04_081031.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.30223961	.14613096	.38294845	.14723856	.16344664	.26669696	.1945034	.28430459
"MX04"	"OTH"	"mx04_081031.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	0	0	0	0	0	0	0	.28287738
"MX04"	"OTH"	"mx04_081031.xlsx"	"Core Size (% banks)"	"core"	6.9767442	20.930233	4.6511628	20.930233	20.930233	13.953488	6.9767442	23.255814
"MX04"	"OTH"	"mx04_081031.xlsx"	"Error score(% links)"	"error"	54.347826	25.714286	52.777778	25.714286	25.714286	38.095238	44.562648	40.910113
"MX04"	"OTH"	"mx04_081031.xlsx"	"Hamming"	"hamming"	0	269	60	269	269	111	57	224.5
"MX04"	"OTH"	"mx04_081031.xlsx"	"Jaccard"	"jaccard"	0	.85396825	.84507042	.85396825	.85396825	.84732824	.77399061	.91683668
"MX04"	"OTH"	"mx04_081031.xlsx"	"Cosine"	"cosine"	0	.0427085	.17481809	.04295574	.0597336	.05513092	.05261441	.68111318
"MX04"	"OTH"	"mx04_081031.xlsx"	"Jensen"	"jensen"	0	.30933233	.88227137	.3099514	.40718871	.32300584	.10165961	.22151179
"MX04"	"OTH"	"mx04_081031.xlsx"	"True Positives"	"truepos"	100	100	23.913043	100	100	43.478261	39.130435	44.565217
"MX04"	"OTH"	"mx04_081031.xlsx"	"True Negatives"	"trueneg"	100	84.715909	98.579545	84.715909	84.715909	95.170455	98.352273	88.778409
"MX04"	"OTH"	"mx04_081031.xlsx"	"False Positives"	"falsepos"	0	15.284091	1.4204546	15.284091	15.284091	4.8295455	1.6477273	11.221591
"MX04"	"OTH"	"mx04_081031.xlsx"	"False Negatives"	"falseneg"	0	0	76.086957	0	0	56.521739	60.869565	55.434783
"MX04"	"OTH"	"mx04_081031.xlsx"	"Accuracy"	"accuracy"	100	85.105205	96.677741	85.105205	85.105205	93.853821	96.843854	87.569214
"MX04"	"OTH"	"mx04_081031.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	1	1	1	1	1	1	.5
"MX04"	"OTH"	"mx04_081031.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	1	1	1	1	1	1	.86
"MX04"	"OTH"	"mx04_081031.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.99749727	.98904081	.99750284	.99709144	.99617232	.99085584	.79382463
"MX04"	"OTH"	"mx04_081031.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	1	1	1	1	1	1	1
"MX04"	"OTH"	"mx04_081031.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	1	1	1	1	1	1	1
"MX04"	"OTH"	"mx04_081031.xlsx"	"LiqSF_corr"	"LiqSF_corr"								
"MX03"	"IB"	"mx03_140630.xlsx"	"# of links"	"links"	129	808	57	808	808	122	130	304
"MX03"	"IB"	"mx03_140630.xlsx"	"Density"	"density"	7.1428571	44.739756	3.1561462	44.739756	44.739756	6.7552602	7.1982281	16.83278
"MX03"	"IB"	"mx03_140630.xlsx"	"Avg Degree"	"deg_ave"	3	18.790698	1.3255814	18.790698	18.790698	2.8372093	3.0232558	7.0697674
"MX03"	"IB"	"mx03_140630.xlsx"	"Med Degree"	"deg_med"	2	25	1	25	25	3	2	7
"MX03"	"IB"	"mx03_140630.xlsx"	"Assortativity"	"assort"	-.36389663	-.2408821	-.40913295	-.2408821	-.2408821	-.46173122	-.52435073	-.40381686
"MX03"	"IB"	"mx03_140630.xlsx"	"Clustering"	"clust"	6.4519955	27.176544	.78198933	27.176544	27.176544	21.328843	15.084989	7.896503
"MX03"	"IB"	"mx03_140630.xlsx"	"Lender Dep"	"dep_lend"	76.311378	50.475823	93.170062	53.966726	52.819433	70.787205	64.53739	64.796678
"MX03"	"IB"	"mx03_140630.xlsx"	"Borrower Dep"	"dep_borr"	63.582888	25.775774	92.582364	25.58334	31.517677	83.292147	47.59176	52.602644
"MX03"	"IB"	"mx03_140630.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.51125125	.22925541	.68089823	.25182704	.27211363	.44463903	.34052951	.40291463
"MX03"	"IB"	"mx03_140630.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.47230386	.302277	1	.33010737	.28488205	.47248392	.34913349	.43012689
"MX03"	"IB"	"mx03_140630.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.33201076	.08332945	.54414064	.0830699	.1117327	.47499054	.19491014	.31226388
"MX03"	"IB"	"mx03_140630.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.28125	.13306103	.79869941	.12562769	.14519657	.31112942	0	.30406617
"MX03"	"IB"	"mx03_140630.xlsx"	"Core Size (% banks)"	"core"	16.27907	55.813953	9.3023256	55.813953	55.813953	11.627907	13.953488	25.581395
"MX03"	"IB"	"mx03_140630.xlsx"	"Error score(% links)"	"error"	37.984496	1.980198	45.614035	1.980198	1.980198	22.95082	22.405736	34.768354
"MX03"	"IB"	"mx03_140630.xlsx"	"Hamming"	"hamming"	0	679	152	679	679	169	173.5	333.5
"MX03"	"IB"	"mx03_140630.xlsx"	"Jaccard"	"jaccard"	0	.84034653	.89940828	.84034653	.84034653	.8047619	.80470653	.87105174
"MX03"	"IB"	"mx03_140630.xlsx"	"Cosine"	"cosine"	0	.20499969	.36155838	.21323352	.23340523	.22248569	.20672062	.51675623
"MX03"	"IB"	"mx03_140630.xlsx"	"Jensen"	"jensen"	0	.58538421	.31678544	.59553396	.6894435	.56720468	.49832935	.43537145
"MX03"	"IB"	"mx03_140630.xlsx"	"True Positives"	"truepos"	100	100	13.178295	100	100	31.782946	32.55814	37.984496
"MX03"	"IB"	"mx03_140630.xlsx"	"True Negatives"	"trueneg"	100	59.511032	97.614788	59.511032	59.511032	95.169946	94.782349	84.824091
"MX03"	"IB"	"mx03_140630.xlsx"	"False Positives"	"falsepos"	0	40.488968	2.3852117	40.488968	40.488968	4.8300537	5.2176506	15.175909
"MX03"	"IB"	"mx03_140630.xlsx"	"False Negatives"	"falseneg"	0	0	86.821705	0	0	68.217054	67.44186	62.015504
"MX03"	"IB"	"mx03_140630.xlsx"	"Accuracy"	"accuracy"	100	62.403101	91.58361	62.403101	62.403101	90.642303	90.393134	81.533776
"MX03"	"IB"	"mx03_140630.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	1	1	1	1	1	1	.94
"MX03"	"IB"	"mx03_140630.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	1	1	1	1	1	1	1
"MX03"	"IB"	"mx03_140630.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.99568237	.98347721	.99512081	.99506044	.9939093	.99057911	.94187347
"MX03"	"IB"	"mx03_140630.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	0	1	0	0	1	.58	.56
"MX03"	"IB"	"mx03_140630.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	0	1	0	0	1	.58	.56
"MX03"	"IB"	"mx03_140630.xlsx"	"LiqSF_corr"	"LiqSF_corr"	1		1			1		
"MX03"	"IB"	"mx03_130628.xlsx"	"# of links"	"links"	135	934	61	934	934	170	136	469
"MX03"	"IB"	"mx03_130628.xlsx"	"Density"	"density"	7.4750831	51.716501	3.3776301	51.716501	51.716501	9.4130676	7.530454	25.968992
"MX03"	"IB"	"mx03_130628.xlsx"	"Avg Degree"	"deg_ave"	3.1395349	21.72093	1.4186047	21.72093	21.72093	3.9534884	3.1627907	10.906977
"MX03"	"IB"	"mx03_130628.xlsx"	"Med Degree"	"deg_med"	2	30	1	30	30	5	2	13
"MX03"	"IB"	"mx03_130628.xlsx"	"Assortativity"	"assort"	-.04281862	-.10626186	-.33567525	-.10626186	-.10626186	-.32920316	-.30904804	-.20022972
"MX03"	"IB"	"mx03_130628.xlsx"	"Clustering"	"clust"	4.5617153	21.476089	1.5111245	21.476089	21.476089	17.399622	6.917519	8.8753914
"MX03"	"IB"	"mx03_130628.xlsx"	"Lender Dep"	"dep_lend"	67.161837	48.181825	88.833205	48.164282	47.610234	59.355539	59.619376	53.2907
"MX03"	"IB"	"mx03_130628.xlsx"	"Borrower Dep"	"dep_borr"	63.342601	23.697344	91.13067	23.712415	29.83503	80.786795	46.379289	43.365899
"MX03"	"IB"	"mx03_130628.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.42444593	.1933579	.61121049	.19329368	.21133027	.3469571	.28196871	.29904344
"MX03"	"IB"	"mx03_130628.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.41340295	.26656746	.7104679	.26419551	.21548404	.34536858	.26340858	.27842632
"MX03"	"IB"	"mx03_130628.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.39031486	.08872925	.63716281	.08880776	.11710323	.52461819	.23446117	.23416802
"MX03"	"IB"	"mx03_130628.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.30645569	.12003952	1	.12087016	.13793106	.49745696	.1545159	.23050923
"MX03"	"IB"	"mx03_130628.xlsx"	"Core Size (% banks)"	"core"	13.953488	62.790698	9.3023256	62.790698	62.790698	16.27907	13.953488	34.883721
"MX03"	"IB"	"mx03_130628.xlsx"	"Error score(% links)"	"error"	43.703704	1.7130621	47.540984	1.7130621	1.7130621	41.764706	40.669643	43.904852
"MX03"	"IB"	"mx03_130628.xlsx"	"Hamming"	"hamming"	0	799	168	799	799	237	206.5	483
"MX03"	"IB"	"mx03_130628.xlsx"	"Jaccard"	"jaccard"	0	.85546039	.92307692	.85546039	.85546039	.87453875	.86508752	.88796193
"MX03"	"IB"	"mx03_130628.xlsx"	"Cosine"	"cosine"	0	.14247497	.48985594	.14274695	.1844129	.35532611	.15053293	.43117228
"MX03"	"IB"	"mx03_130628.xlsx"	"Jensen"	"jensen"	0	.48111909	.1588886	.48117553	.58943956	.31368537	.1674909	.18250566
"MX03"	"IB"	"mx03_130628.xlsx"	"True Positives"	"truepos"	100	100	10.37037	100	100	25.185185	23.703704	45.185185
"MX03"	"IB"	"mx03_130628.xlsx"	"True Negatives"	"trueneg"	100	52.184321	97.187313	52.184321	52.184321	91.861161	93.865949	75.553561
"MX03"	"IB"	"mx03_130628.xlsx"	"False Positives"	"falsepos"	0	47.815679	2.812687	47.815679	47.815679	8.138839	6.1340515	24.446439
"MX03"	"IB"	"mx03_130628.xlsx"	"False Negatives"	"falseneg"	0	0	89.62963	0	0	74.814815	76.296296	54.814815
"MX03"	"IB"	"mx03_130628.xlsx"	"Accuracy"	"accuracy"	100	55.758582	90.697674	55.758582	55.758582	86.877076	88.565891	73.255814
"MX03"	"IB"	"mx03_130628.xlsx"	"DebtRank_top1"	"DebtRank_top1"	1	1	1	1	1	1	1	.84
"MX03"	"IB"	"mx03_130628.xlsx"	"DebtRank_top3"	"DebtRank_top3"	1	1	1	1	1	1	1	.98
"MX03"	"IB"	"mx03_130628.xlsx"	"DebtRank_corr"	"DebtRank_corr"	1	.99468823	.99691069	.99469046	.99241666	.99591481	.99254719	.88009503
"MX03"	"IB"	"mx03_130628.xlsx"	"LiqSF_top1"	"LiqSF_top1"	1	0	0	0	.02	1	.56	.4
"MX03"	"IB"	"mx03_130628.xlsx"	"LiqSF_top3"	"LiqSF_top3"	1	0	0	0	.02	1	.56	.4
"MX03"	"IB"	"mx03_130628.xlsx"	"LiqSF_corr"	"LiqSF_corr"	1					1		
"MX03"	"IB"	"mx03_081031.xlsx"	"# of links"	"links"	118	692	53	692	692	111	115.5	405.5
"MX03"	"IB"	"mx03_081031.xlsx"	"Density"	"density"	6.5337763	38.316722	2.9346622	38.316722	38.316722	6.1461794	6.3953488	22.452935
"MX03"	"IB"	"mx03_081031.xlsx"	"Avg Degree"	"deg_ave"	2.744186	16.093023	1.2325581	16.093023	16.093023	2.5813953	2.6860465	9.4302326
"MX03"	"IB"	"mx03_081031.xlsx"	"Med Degree"	"deg_med"	2	22	1	22	22	3	2	11
"MX03"	"IB"	"mx03_081031.xlsx"	"Assortativity"	"assort"	-.27071356	-.31159928	-.44553368	-.31159928	-.31159928	-.36179197	-.42626131	-.21500181
"MX03"	"IB"	"mx03_081031.xlsx"	"Clustering"	"clust"	6.5891697	28.967969	1.02537	28.967969	28.967969	17.630295	13.165112	8.1081593
"MX03"	"IB"	"mx03_081031.xlsx"	"Lender Dep"	"dep_lend"	71.594093	38.763879	92.871305	38.797679	48.979656	67.970787	55.614735	61.88438
"MX03"	"IB"	"mx03_081031.xlsx"	"Borrower Dep"	"dep_borr"	57.868947	25.332365	91.75379	25.223679	31.826788	76.619568	50.155652	44.230302
"MX03"	"IB"	"mx03_081031.xlsx"	"Mean HHI Assets"	"hhi_ass_ave"	.46428904	.19587278	.6523356	.19600827	.24303961	.40969197	.31136391	.36379962
"MX03"	"IB"	"mx03_081031.xlsx"	"Median HHI Assets"	"hhi_ass_med"	.37972721	.26235083	1	.26388014	.29164372	.45722048	.28837307	.38924852
"MX03"	"IB"	"mx03_081031.xlsx"	"Mean HHI Liabilities"	"hhi_liab_ave"	.26782796	.07156813	.47787045	.07139948	.08972161	.3764708	.19027245	.2243189
"MX03"	"IB"	"mx03_081031.xlsx"	"Median HHI Liabilities"	"hhi_liab_med"	.16310482	.13103485	.38463166	.12640106	.10246444	.18694717	0	.22460248
"MX03"	"IB"	"mx03_081031.xlsx"	"Core Size (% banks)"	"core"	18.604651	48.837209	6.9767442	48.837209	48.837209	11.627907	13.953488	32.55814
"MX03"	"IB"	"mx03_081031.xlsx"	"Error score(% links)"	"error"	36.440678	2.8901734	60.377358	2.8901734	2.8901734	34.234234	41.12395	42.842107
